Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered
Alabama,US,33.67679204,-85.52005899,13,1,0
Arkansas,US,35.53864922,-92.02640019,72,4,0
Ohio,US,39.04847534,-84.15375786,136,4,0
Arkansas,US,33.89723187,-92.18537045,15,0,0
North Carolina,US,35.33553364,-81.55204486,53,2,0
Oklahoma,US,35.20413532,-97.32519562,458,35,0
Georgia,US,30.91395822,-82.70432472,36,0,0
Illinois,US,38.60704876,-89.42385254,155,13,0
Indiana,US,40.30319754,-86.47277257,116,1,0
Iowa,US,41.89981633,-90.53275096,60,1,0
Kentucky,US,36.72581156,-85.13377529,3,0,0
Michigan,US,42.94400871,-84.60145248,129,10,0
Missouri,US,39.6013098,-94.40465394,14,0,0
New York,US,44.74530905,-73.67875352,81,4,0
Ohio,US,39.41485808,-83.80852286,37,0,0
Pennsylvania,US,41.23255967,-77.63785995,43,0,0
Kansas,US,39.48028352,-97.64925343,4,0,0
Mississippi,US,34.22772299,-90.60415045,73,3,0
Georgia,US,33.94243204,-84.5761255,2363,129,0
Arizona,US,31.87934684,-109.7516088,44,1,0
Texas,US,33.60425307,-102.8284499,1,0,0
Tennessee,US,35.9278914,-83.11828725,20,0,0
Arizona,US,35.83883429,-111.7707178,795,59,0
South Dakota,US,44.97788119,-97.18827677,16,0,0
Alabama,US,31.39932826,-85.98901039,159,1,0
Georgia,US,31.54892966,-82.8549206,191,11,0
Tennessee,US,35.49090731,-86.07311784,57,0,0
Kansas,US,38.2365018,-95.73379515,50,8,0
Texas,US,31.88911733,-100.5297533,1,0,0
Alabama,US,34.69847452,-87.80168544,79,2,0
Missouri,US,38.50455671,-92.27860244,56,1,0
Texas,US,31.76736834,-99.45240766,2,0,0
Illinois,US,39.51949084,-88.22358557,62,4,0
Nebraska,US,41.57486951,-97.0868542,467,0,0
New Mexico,US,36.60569702,-104.6472674,5,0,0
South Carolina,US,32.87582989,-80.67641292,41,4,0
Florida,US,26.11091986,-81.34687065,882,35,0
Texas,US,33.18820114,-96.57264368,978,30,0
Texas,US,34.96489496,-100.2700111,4,0,0
Virginia,US,37.26420587,-77.39609676,73,7,0
Texas,US,29.622098,-96.5273805,18,0,0
Georgia,US,31.18810588,-83.7677946,241,11,0
Arkansas,US,33.21230701,-93.22642793,15,2,0
Florida,US,30.22509788,-82.62160164,107,2,0
Georgia,US,33.54534185,-82.263524,197,6,0
New York,US,42.24819348,-73.63089095,327,24,0
Oregon,US,45.94464254,-123.0890898,16,0,0
Pennsylvania,US,41.04821986,-76.40565017,333,31,0
Washington,US,46.29442881,-117.9051983,1,0,0
Wisconsin,US,43.46492199,-89.33589004,34,1,0
Ohio,US,40.76932373,-80.78094576,367,43,0
North Carolina,US,34.26744084,-78.65801424,229,17,0
California,US,39.17881957,-122.2331726,3,0,0
Texas,US,29.80811278,-98.27647225,68,6,0
Oklahoma,US,34.65973764,-98.47195055,197,3,0
Texas,US,31.94854689,-98.55876441,3,1,0
Texas,US,31.32635934,-99.86473038,1,0,0
Louisiana,US,31.44817835,-91.63814433,54,4,0
Alabama,US,31.43401703,-86.99320044,17,0,0
Colorado,US,37.201606,-106.1917488,1,0,0
California,US,37.91923498,-121.9289527,1089,33,0
Wyoming,US,42.97272268,-105.5081848,23,0,0
Arkansas,US,35.26205537,-92.70506566,14,1,0
Georgia,US,31.16068491,-83.42947229,32,2,0
Illinois,US,41.84144849,-87.81658794,58457,2675,0
Texas,US,33.63979567,-97.21240912,13,0,0
Missouri,US,38.844478,-92.80896081,9,0,0
New Hampshire,US,44.69063265,-71.30633239,2,0,0
Oregon,US,43.17406868,-124.0594514,30,0,0
Alabama,US,32.93690146,-86.24847739,34,1,0
Mississippi,US,31.86977774,-90.44565118,191,1,0
South Dakota,US,45.70889983,-101.1970473,2,0,0
New York,US,42.59509207,-76.07048931,33,0,0
Texas,US,31.39078397,-97.79936155,220,2,0
Ohio,US,40.30096166,-81.91729018,19,0,0
Colorado,US,37.27732493,-105.4276548,4,0,0
Texas,US,34.07783319,-100.2785062,4,1,0
Oklahoma,US,34.28845626,-98.37053567,5,2,0
Minnesota,US,44.00715262,-95.18138802,51,0,0
Alabama,US,31.2477854,-86.45050893,56,1,0
Mississippi,US,31.63225413,-89.55389939,101,1,0
Virginia,US,37.7824656,-79.98631446,2,0,0
Georgia,US,33.35334302,-84.76129976,280,4,0
Kansas,US,37.23781842,-96.83776647,4,1,0
Washington,US,46.19074721,-122.6782231,68,0,0
Oklahoma,US,36.76268118,-95.20916602,13,0,0
Virginia,US,37.48133648,-80.21072274,4,0,0
Arkansas,US,35.83018283,-90.63235729,127,0,0
Texas,US,31.43052248,-102.5143314,2,0,0
North Carolina,US,35.11833364,-77.08398081,79,4,0
Arkansas,US,35.58928601,-94.2446814,8,0,0
Georgia,US,32.71391813,-83.98061238,19,0,0
Illinois,US,39.0032229,-87.75954624,11,0,0
Indiana,US,38.28814402,-86.44518825,21,0,0
Iowa,US,42.03718237,-95.3819718,300,1,0
Kansas,US,37.50675523,-94.85245778,8,1,0
Michigan,US,44.68255561,-84.61006219,57,4,0
Missouri,US,37.97663738,-91.30528104,8,0,0
Ohio,US,40.85065156,-82.91989099,89,2,0
Pennsylvania,US,41.68447709,-80.10760592,21,0,0
Wisconsin,US,43.23870316,-90.93073686,18,0,0
Oklahoma,US,35.90230551,-96.37086028,83,7,0
Alabama,US,31.72941803,-86.31593104,50,1,0
Georgia,US,31.92289565,-83.76811843,193,7,0
Arkansas,US,35.21247318,-90.30839406,219,7,0
Kentucky,US,37.35839237,-88.0882609,4,1,0
Tennessee,US,35.81830662,-89.14916269,13,1,0
Oregon,US,44.14230227,-120.356297,1,0,0
Wyoming,US,44.58855102,-104.5697705,5,0,0
Texas,US,33.61431553,-101.3000364,2,1,0
Arkansas,US,35.29631396,-90.77185818,35,0,0
Minnesota,US,46.48096553,-94.06755609,24,1,0
Colorado,US,38.32608609,-103.7844965,39,1,0
Alabama,US,34.13020303,-86.86888037,67,0,0
Virginia,US,38.48199985,-77.9563087,329,5,0
Illinois,US,39.27432424,-88.2401158,8,0,0
Kentucky,US,36.78926125,-85.39050034,5,0,0
Maine,US,43.8370751,-70.37226999,778,34,0
New Jersey,US,39.37199394,-75.10712559,1471,48,0
North Carolina,US,35.04762133,-78.82623165,426,11,0
Pennsylvania,US,40.1625372,-77.26130755,477,37,0
Tennessee,US,35.95271721,-84.99840585,87,1,0
Virginia,US,37.51328851,-78.24398086,18,0,0
Nebraska,US,41.91637624,-96.78730772,15,0,0
North Carolina,US,36.36123664,-75.95876401,11,0,0
New Mexico,US,34.57421077,-103.3468876,34,0,0
Oregon,US,42.45911325,-124.157282,4,0,0
Colorado,US,38.10883162,-105.3683478,2,0,0
Idaho,US,44.24186819,-114.2855494,2,0,0
Nebraska,US,41.39374521,-99.72805369,29,3,0
Oklahoma,US,35.63853802,-99.00170785,12,0,0
Ohio,US,41.424119,-81.65918339,3066,157,0
Georgia,US,34.8549167,-85.50490424,17,1,0
Minnesota,US,44.67172617,-93.06299363,562,16,0
Nebraska,US,42.39040144,-96.56656425,1412,3,0
Alabama,US,31.43037123,-85.61095742,53,0,0
Texas,US,36.27787176,-102.6020725,19,1,0
Alabama,US,32.32688101,-87.1086671,132,3,0
Arkansas,US,33.97042763,-92.65167437,1,0,0
Iowa,US,41.68560356,-94.04127625,755,9,0
Missouri,US,37.6811355,-93.02127031,2,0,0
Texas,US,32.76670599,-96.7779605,6837,159,0
Wisconsin,US,43.06601594,-89.41733797,494,22,0
Virginia,US,36.58022376,-79.40395668,43,1,0
North Carolina,US,35.66520691,-75.71767334,21,1,0
Ohio,US,40.13412966,-84.6194517,95,16,0
South Carolina,US,34.33358335,-79.96027485,181,5,0
Pennsylvania,US,40.41377078,-76.77993242,895,40,0
North Carolina,US,35.79115496,-80.21256572,256,10,0
Tennessee,US,36.17007426,-86.78646056,3745,40,0
North Carolina,US,35.93099927,-80.54496571,41,2,0
Indiana,US,38.70186039,-87.07185406,57,15,0
Kentucky,US,37.73028906,-87.0901948,277,4,0
Missouri,US,39.96145298,-93.98519678,3,0,0
Iowa,US,40.74773536,-92.41005468,13,0,0
Utah,US,40.99001837,-112.1139997,349,2,0
South Dakota,US,43.67490933,-98.14458906,9,0,0
Nebraska,US,42.71985036,-103.1313774,1,0,0
Georgia,US,34.44244079,-84.16964071,84,1,0
Nebraska,US,40.87028216,-99.8201461,756,0,0
Texas,US,32.74255572,-101.9477242,32,1,0
South Dakota,US,45.367281,-97.60737498,10,0,0
New Mexico,US,34.34274529,-104.4117842,0,0,0
Louisiana,US,32.05457447,-93.74130302,223,14,0
Illinois,US,40.17514519,-88.90959682,4,0,0
Alabama,US,34.45946862,-85.80782906,185,2,0
Georgia,US,33.76944049,-84.22396017,2664,75,0
Illinois,US,41.89373302,-88.76958483,217,2,0
Indiana,US,41.39804622,-84.99906934,25,1,0
Missouri,US,39.89201062,-94.40476508,4,0,0
Tennessee,US,35.97616272,-85.83689361,28,0,0
Florida,US,27.18677893,-81.80941373,58,6,0
Mississippi,US,34.87625235,-89.99091418,355,5,0
Texas,US,29.08101855,-97.3568117,17,1,0
Texas,US,34.96522957,-102.6054267,93,2,0
Indiana,US,39.14647946,-84.97333539,154,17,0
Georgia,US,30.87967778,-84.57619536,115,3,0
Indiana,US,39.30712658,-85.50087166,216,31,0
Iowa,US,40.73742757,-93.78645949,0,0,0
Tennessee,US,35.60048904,-88.11043779,5,0,0
Montana,US,46.05953325,-113.073353,3,0,0
Ohio,US,41.32398837,-84.49076944,25,1,0
California,US,41.74228275,-123.8974063,4,0,0
Indiana,US,40.22787247,-85.39732772,235,19,0
Iowa,US,42.47104597,-91.3664492,11,0,0
New York,US,42.19837623,-74.96709306,67,4,0
Ohio,US,40.27942393,-83.00457058,240,4,0
Oklahoma,US,36.40823634,-94.80325046,93,16,0
Pennsylvania,US,39.91680171,-75.40243663,5252,448,0
Colorado,US,38.86246243,-107.8631342,54,1,0
Michigan,US,45.9048491,-86.9080745,14,2,0
Texas,US,33.38570922,-95.66921122,1,0,0
Texas,US,33.20521901,-97.11691153,989,25,0
Colorado,US,39.76018276,-104.8725695,4359,237,0
Iowa,US,40.92012606,-91.18326592,46,1,0
Oregon,US,43.91570171,-121.2289121,91,0,0
Arkansas,US,33.83011025,-91.25500948,18,0,0
South Dakota,US,44.75994309,-96.66943645,1,0,0
Oklahoma,US,35.98772922,-99.00730714,2,0,0
South Dakota,US,45.15639647,-100.8709139,0,0,0
Texas,US,33.61616822,-100.7788855,1,0,0
Virginia,US,37.12560977,-82.35124171,0,0,0
Iowa,US,43.37787725,-95.1510206,6,0,0
Kansas,US,38.86600962,-97.15532383,2,0,0
Michigan,US,46.00999672,-87.86961634,5,2,0
Tennessee,US,36.14669837,-87.35891709,88,0,0
South Carolina,US,34.39007791,-79.37741872,113,0,0
Texas,US,28.42270064,-99.75645095,1,0,0
Virginia,US,37.07544585,-77.63451754,33,0,0
District of Columbia,US,38.90417773,-77.01655992,6736,358,0
North Dakota,US,48.8149387,-103.4873611,1,0,0
Florida,US,29.60631086,-83.15724673,18,0,0
Nebraska,US,42.49188363,-96.86782408,25,0,0
Georgia,US,32.17265114,-83.16948926,38,1,0
Minnesota,US,44.02238415,-92.86244324,28,0,0
Nebraska,US,41.58071748,-96.65598179,203,0,0
Wisconsin,US,43.41576662,-88.70928178,83,1,0
New Mexico,US,32.35275771,-106.8329387,259,2,0
Kansas,US,39.79067154,-95.14056866,9,0,0
Texas,US,34.96517499,-100.8140093,25,0,0
Georgia,US,32.15630737,-83.79746561,152,12,0
Wisconsin,US,44.95856458,-87.30002707,23,3,0
Maryland,US,38.45413522,-76.02752426,104,2,0
South Carolina,US,33.0794369,-80.40502652,110,3,0
Georgia,US,31.53328528,-84.21722377,1643,132,0
Colorado,US,39.33133796,-104.930001,621,30,0
Georgia,US,33.70291126,-84.77026156,429,14,0
Illinois,US,39.76768052,-88.21854195,22,0,0
Kansas,US,38.88503636,-95.2925121,58,0,0
Minnesota,US,45.93348491,-95.45335469,17,0,0
Nebraska,US,41.29518299,-96.15085305,1960,14,0
Nevada,US,38.912862,-119.6171333,24,0,0
Oregon,US,43.27941273,-123.167291,24,0,0
South Dakota,US,43.38520741,-98.36978007,1,0,0
Washington,US,47.7361335,-119.692937,120,3,0
Wisconsin,US,46.43222285,-91.91595768,12,0,0
Arkansas,US,33.59035001,-91.71777921,19,1,0
Illinois,US,41.85116968,-88.08642662,5453,279,0
Indiana,US,38.36597551,-86.8792417,69,2,0
Iowa,US,42.46815349,-90.88181925,238,10,0
Massachusetts,US,41.40674725,-70.68763497,36,1,0
Missouri,US,36.27167174,-90.09122243,24,2,0
North Dakota,US,47.35423935,-102.6160468,11,0,0
Wisconsin,US,44.94562799,-91.8962481,20,0,0
North Carolina,US,34.93449805,-77.93140529,305,6,0
North Carolina,US,36.03638492,-78.87608331,949,37,0
New York,US,41.7648606,-73.74356679,3474,114,0
Florida,US,30.33225875,-81.66976468,1215,32,0
Texas,US,27.68184592,-98.50864568,5,0,0
Tennessee,US,36.05931946,-89.41542855,44,0,0
Colorado,US,39.62754308,-106.6933637,564,8,0
Georgia,US,31.32155345,-84.90255207,238,28,0
Louisiana,US,30.53842039,-91.09777565,2898,201,0
Louisiana,US,32.73926954,-91.23425694,25,0,0
Louisiana,US,30.84425359,-91.04976723,169,21,0
Texas,US,32.32743996,-98.83243566,4,0,0
Michigan,US,42.59599185,-84.83740035,161,6,0
Wisconsin,US,44.726614,-91.28609183,63,0,0
Georgia,US,30.71101099,-82.89687287,12,0,0
Texas,US,31.86898877,-102.5429428,102,4,0
New Mexico,US,32.47167456,-104.3053527,17,1,0
North Dakota,US,47.71701474,-98.90432337,2,0,0
North Carolina,US,35.91230639,-77.59436892,161,7,0
South Carolina,US,33.77221995,-81.96231108,41,2,0
Kentucky,US,37.21218923,-86.23955613,46,6,0
Illinois,US,38.41353228,-88.05720863,2,0,0
Kansas,US,37.88735543,-99.31263309,4,0,0
Georgia,US,32.36616021,-81.34280942,38,1,0
Illinois,US,39.05935711,-88.58969584,6,1,0
California,US,38.77965956,-120.5233166,62,0,0
Colorado,US,38.83240149,-104.5251411,1204,81,0
Texas,US,31.76980765,-106.2363275,1456,41,0
Colorado,US,39.28656773,-104.1358721,41,2,0
Georgia,US,34.11302332,-82.83936148,46,0,0
Kansas,US,37.45338105,-96.24369667,0,0,0
Pennsylvania,US,41.42822061,-78.64524744,6,1,0
Indiana,US,41.59761169,-85.85875695,589,22,0
Nevada,US,41.14531606,-115.3577619,18,1,0
Kansas,US,38.91458712,-99.31751551,8,0,0
Texas,US,32.34894117,-96.79371841,236,11,0
Kansas,US,38.69677695,-98.20462799,2,0,0
Alabama,US,32.59785413,-86.14415284,169,6,0
Idaho,US,43.3507101,-115.4701578,31,2,0
Georgia,US,32.59221302,-82.30239915,25,1,0
Iowa,US,43.37782951,-94.67858943,1,0,0
Michigan,US,45.52625509,-84.89083249,21,2,0
North Dakota,US,46.28398398,-100.2389766,1,1,0
Virginia,US,36.69455571,-77.53406129,50,3,0
Texas,US,32.23602653,-98.21773417,15,1,0
New York,US,42.76249024,-78.73063652,4671,400,0
Ohio,US,41.36796058,-82.62904521,86,3,0
Pennsylvania,US,41.99253829,-80.03301954,127,3,0
Alabama,US,31.1256789,-87.15918694,39,3,0
Florida,US,30.67652764,-87.37284571,671,19,0
Massachusetts,US,42.6687626,-70.94687179,11950,725,0
New Jersey,US,40.78681335,-74.24657979,15905,1496,0
New York,US,44.11630765,-73.77297842,32,0,0
Vermont,US,44.72736416,-71.73579864,2,0,0
Virginia,US,37.93357639,-76.94230311,29,0,0
Alabama,US,34.04567266,-86.04051873,198,10,0
Nevada,US,39.98100864,-116.2683204,0,0,0
Louisiana,US,30.72985248,-92.39915924,74,1,0
Georgia,US,32.15328841,-81.8870105,4,0,0
Alaska,US,64.80726247,-146.5692662,84,2,0
Virginia,US,38.83677558,-77.27565836,6951,267,0
Virginia,US,38.85157547,-77.2977964,45,3,0
Connecticut,US,41.26809896,-73.3881171,13836,1093,0
Ohio,US,39.75107189,-82.63088163,198,3,0
South Carolina,US,34.39287073,-81.1195624,96,7,0
South Dakota,US,43.23929297,-103.5275691,2,0,0
Texas,US,31.25350609,-96.93630086,6,0,0
Virginia,US,38.88485255,-77.17560759,39,4,0
Georgia,US,34.86430205,-84.316964,36,1,0
Texas,US,33.59564294,-96.10751083,24,1,0
Minnesota,US,43.67381499,-93.94787458,9,0,0
South Dakota,US,45.07082625,-99.14535601,1,0,0
Arkansas,US,35.14719007,-92.33717519,83,3,0
Virginia,US,38.73564842,-77.80647472,200,5,0
Alabama,US,33.72076938,-87.73886638,10,0,0
Georgia,US,33.41357794,-84.49089434,204,11,0
Illinois,US,39.00072038,-89.02452658,17,2,0
Indiana,US,39.63684962,-85.17797541,40,4,0
Iowa,US,42.86271799,-91.8441231,24,0,0
Kentucky,US,38.0368225,-84.45576892,467,10,0
Ohio,US,39.56021306,-83.4562016,23,0,0
Pennsylvania,US,39.92041012,-79.64291195,87,4,0
Tennessee,US,35.19615831,-89.41399032,86,2,0
Texas,US,29.87788372,-96.92076062,28,2,0
West Virginia,US,38.02974928,-81.08286634,36,0,0
Michigan,US,,,115,3,0
Tennessee,US,36.38128818,-84.92870012,6,0,0
Montana,US,47.26331584,-109.2245206,0,0,0
Washington,US,48.4711431,-118.5154041,1,0,0
Minnesota,US,43.67394126,-92.08980382,16,1,0
Nebraska,US,40.52458567,-97.59646937,4,0,0
Kansas,US,38.04340344,-100.7381938,1175,5,0
Florida,US,29.45933576,-81.31508595,148,4,0
Montana,US,48.29575866,-114.0520569,37,2,0
Kentucky,US,38.36758311,-83.69657514,2,0,0
South Carolina,US,34.02361754,-79.70189312,487,26,0
Wisconsin,US,45.84963535,-88.39804137,2,0,0
Georgia,US,34.26268279,-85.21577392,169,12,0
Indiana,US,38.32117957,-85.90385377,250,32,0
Iowa,US,43.0600053,-92.78940097,9,1,0
Kentucky,US,37.56213922,-82.74750924,16,0,0
Texas,US,34.07227468,-101.3031546,4,0,0
Virginia,US,36.9302126,-80.36738849,4,0,0
Virginia,US,37.84157909,-78.27715475,79,6,0
Wisconsin,US,43.75354908,-88.48885325,119,3,0
Illinois,US,40.59706922,-88.22350769,15,1,0
Kansas,US,37.69200114,-99.88825298,1250,8,0
Pennsylvania,US,41.51095103,-79.23229292,7,0,0
Wisconsin,US,45.66678019,-88.77084892,5,0,0
Mississippi,US,31.18961454,-89.25832496,357,24,0
Georgia,US,34.22604035,-84.1231513,395,11,0
North Carolina,US,36.12859861,-80.25459052,555,7,0
Texas,US,29.52704478,-95.77219463,1452,40,0
North Dakota,US,47.4571084,-98.88279923,1,0,0
Indiana,US,40.12361933,-87.24217689,16,2,0
Alabama,US,34.44235334,-87.84289505,288,3,0
Arkansas,US,35.51202821,-93.89299569,2,0,0
Florida,US,29.83791238,-84.82731662,2,0,0
Georgia,US,34.37525597,-83.23159927,30,1,0
Illinois,US,37.99189086,-88.92567818,11,0,0
Indiana,US,39.4142482,-85.06062647,107,7,0
Iowa,US,42.73270384,-93.26256925,7,0,0
Kansas,US,38.56443815,-95.28644341,30,0,0
Kentucky,US,38.2379395,-84.87962551,18,0,0
Louisiana,US,32.13675181,-91.67589857,266,8,0
Maine,US,44.97330019,-70.44381045,31,1,0
Massachusetts,US,42.58119713,-72.58602547,302,43,0
Mississippi,US,31.47786634,-90.89672989,19,1,0
Missouri,US,38.41127108,-91.07522826,134,14,0
Nebraska,US,40.17636348,-98.95299073,5,0,0
New York,US,44.59040891,-74.29926032,17,0,0
North Carolina,US,36.081519,-78.28708884,121,22,0
Ohio,US,39.96995815,-83.01115755,4227,150,0
Pennsylvania,US,39.92956518,-77.72157791,563,15,0
Tennessee,US,35.15634626,-86.09201039,41,1,0
Texas,US,33.17653242,-95.21917243,4,0,0
Vermont,US,44.85627605,-72.91249563,99,5,0
Virginia,US,36.99536167,-79.88023649,30,1,0
Washington,US,46.53351425,-118.9018212,427,17,0
Virginia,US,36.6831435,-76.93859681,26,1,0
Maryland,US,39.47296601,-77.39999394,1325,84,0
Virginia,US,39.20172582,-78.25974949,191,3,0
Virginia,US,38.2977863,-77.4922454,80,0,0
Minnesota,US,43.67385583,-93.34884422,52,0,0
Texas,US,31.70422788,-96.15072516,8,0,0
Colorado,US,38.47362326,-105.4399667,25,0,0
Idaho,US,44.22800938,-111.4809943,3,0,0
Iowa,US,40.7454272,-95.60129045,3,0,0
Wyoming,US,43.04183996,-108.6296893,208,0,0
California,US,36.75733899,-119.6466953,1074,13,0
Texas,US,28.86751206,-99.10804207,34,0,0
Nebraska,US,40.52993007,-100.3924658,1,0,0
Arkansas,US,36.38177105,-91.81729127,3,0,0
Georgia,US,33.79216944,-84.46319413,3625,159,0
Illinois,US,40.47289135,-90.20862357,6,0,0
Indiana,US,41.0469907,-86.26252745,39,1,0
Kentucky,US,36.55238827,-89.20140068,1,0,0
New York,US,43.11363907,-74.41798804,144,0,0
Ohio,US,41.60213491,-84.12571393,32,0,0
Pennsylvania,US,39.92913544,-78.11163677,11,0,0
Nebraska,US,40.17642064,-99.91247454,4,0,0
Florida,US,30.57796289,-84.61915825,140,1,0
Nebraska,US,40.26186809,-96.68946704,41,3,0
Texas,US,32.74055318,-102.6353295,4,0,0
Virginia,US,36.66601852,-80.91703124,65,0,0
Illinois,US,37.76430935,-88.22953869,2,0,0
Kentucky,US,38.75398691,-84.8558382,2,0,0
Montana,US,45.54486106,-111.1692571,149,1,0
Ohio,US,38.82708533,-82.31647569,6,1,0
Texas,US,29.40167322,-94.90469073,691,30,0
Colorado,US,39.59921777,-107.902708,112,2,0
Oklahoma,US,36.3791334,-97.78265517,22,1,0
Washington,US,46.43197502,-117.5454032,0,0,0
Arkansas,US,34.57692074,-93.14921604,126,1,0
Kentucky,US,37.6388668,-84.53289319,4,0,0
Maryland,US,39.52786077,-79.27355126,6,0,0
Oklahoma,US,34.70418038,-97.30811132,15,1,0
Texas,US,33.17969345,-101.2984114,4,0,0
Missouri,US,38.43947277,-91.50847147,2,0,0
North Carolina,US,35.29373559,-81.17477045,201,5,0
North Carolina,US,36.44667547,-76.69749701,12,0,0
Kansas,US,38.99871131,-96.7577178,14,0,0
Ohio,US,41.49952319,-81.17935342,206,23,0
Idaho,US,44.06482372,-116.398376,16,0,0
Michigan,US,43.02244215,-83.70589709,1813,228,0
New York,US,43.0022601,-78.19135193,175,3,0
Alabama,US,31.09389027,-85.83572839,18,0,0
Missouri,US,40.21097916,-94.40944419,2,0,0
Mississippi,US,30.86259065,-88.64436789,16,1,0
South Carolina,US,33.43443342,-79.33202141,51,3,0
Indiana,US,38.30393723,-87.58054938,8,0,0
Tennessee,US,35.99438059,-88.93358327,57,1,0
Arizona,US,33.80190085,-110.8132779,21,1,0
Florida,US,29.72856978,-82.79880657,7,0,0
Tennessee,US,35.20222469,-87.03992678,9,0,0
Virginia,US,37.31234791,-80.70636931,5,0,0
Texas,US,30.31824095,-98.94676915,4,0,0
Georgia,US,34.69316688,-84.45802506,105,1,0
West Virginia,US,38.9251277,-80.85952723,8,0,0
Colorado,US,39.85646523,-105.5252597,2,0,0
Montana,US,48.70513576,-112.9934235,6,0,0
Florida,US,26.95635849,-81.18996211,9,1,0
Michigan,US,43.98901072,-84.38774817,17,1,0
Georgia,US,33.22879932,-82.61297636,1,0,0
Texas,US,31.86942909,-101.5207776,1,0,0
California,US,39.59875897,-122.3938452,9,0,0
New Jersey,US,39.71581067,-75.13995546,1756,98,0
Virginia,US,37.40809042,-76.53524337,28,1,0
Georgia,US,31.23279254,-81.53811412,74,1,0
Michigan,US,46.40862701,-89.69377193,4,1,0
Montana,US,46.3816474,-109.1768522,3,0,0
Texas,US,28.65696592,-97.42760647,7,0,0
Texas,US,29.45634206,-97.49424032,70,2,0
Virginia,US,37.71714806,-77.90381514,86,5,0
Minnesota,US,44.40849741,-92.7234195,29,0,0
Idaho,US,42.96927962,-114.8108306,22,0,0
Georgia,US,34.50487351,-84.87296253,124,15,0
Wyoming,US,42.08798185,-104.3534743,5,0,0
Nebraska,US,40.51481965,-99.83020279,13,0,0
Kansas,US,38.91588178,-100.4829321,1,0,0
Georgia,US,30.87454847,-84.23418364,88,4,0
Oklahoma,US,35.0167709,-97.88339847,58,2,0
New Hampshire,US,43.93779815,-71.82057197,59,1,0
Arizona,US,32.93166885,-109.8882178,21,0,0
North Carolina,US,35.3506925,-83.83369267,2,0,0
Tennessee,US,36.27469206,-83.51254721,6,0,0
Colorado,US,40.10603347,-106.1178042,5,0,0
North Dakota,US,47.92093639,-97.45450447,304,2,0
Vermont,US,44.7975824,-73.29679772,4,0,0
Michigan,US,44.69565625,-85.55585247,23,5,0
Arkansas,US,34.29017991,-92.42320562,16,0,0
Indiana,US,40.51587228,-85.65468702,155,17,0
Kansas,US,37.56227336,-101.3079758,12,0,0
Kentucky,US,38.64962758,-84.62415957,31,3,0
Louisiana,US,31.59882456,-92.56124347,18,1,0
Minnesota,US,45.93424769,-96.01139609,2,0,0
New Mexico,US,32.73911281,-108.3827845,16,0,0
North Dakota,US,46.35821257,-101.6390013,2,0,0
Oklahoma,US,36.796297,-97.78638765,2,0,0
Oregon,US,44.49024544,-119.0068631,1,0,0
South Dakota,US,45.1723937,-96.77002276,5,0,0
Washington,US,47.20753737,-119.4500749,185,3,0
West Virginia,US,39.10314817,-79.19440518,6,0,0
Wisconsin,US,42.8671731,-90.7063218,71,10,0
North Carolina,US,36.30337451,-78.65184241,181,6,0
Michigan,US,43.29265605,-84.60505416,35,4,0
Kentucky,US,36.72292505,-88.65143315,152,18,0
Kansas,US,37.73836671,-100.4369088,10,0,0
Texas,US,35.40081878,-100.8129222,77,0,0
Washington,US,47.14003705,-123.7820567,13,0,0
Kentucky,US,37.46231118,-86.34248968,101,8,0
Texas,US,33.62744998,-96.67753461,122,0,0
Virginia,US,36.65677234,-81.23215889,18,0,0
Nebraska,US,41.56742671,-98.52150266,2,0,0
Kentucky,US,37.26484328,-85.5540745,1,0,0
Wisconsin,US,42.6794956,-89.60243287,39,0,0
Wisconsin,US,43.80025981,-89.04679553,10,0,0
West Virginia,US,37.9463652,-80.45335881,8,0,0
Alabama,US,32.85504247,-87.95684022,76,4,0
Arkansas,US,36.1173546,-90.55832668,24,0,0
Georgia,US,33.5769205,-83.17139104,57,5,0
Illinois,US,39.35907414,-90.388865,4,0,0
Indiana,US,39.03630547,-86.96223202,153,17,0
Iowa,US,42.03614551,-94.39658081,14,0,0
Mississippi,US,31.21444233,-88.63922281,7,1,0
Missouri,US,37.2575872,-93.34230916,105,8,0
New York,US,42.275797,-74.12384884,207,14,0
North Carolina,US,35.48544173,-77.67578087,40,1,0
Ohio,US,39.69116283,-83.89032084,70,5,0
Pennsylvania,US,39.85746531,-80.22357106,27,1,0
Tennessee,US,36.17470125,-82.84691273,46,2,0
Virginia,US,38.29545894,-78.46525378,16,1,0
Arizona,US,33.21498827,-109.2405279,2,0,0
Virginia,US,36.67878901,-77.56351439,49,7,0
Kentucky,US,38.54332505,-82.9215658,13,0,0
South Carolina,US,34.89502264,-82.37295012,996,46,0
Kansas,US,37.8774388,-96.23250453,3,0,0
South Carolina,US,34.15272415,-82.12715789,68,1,0
Oklahoma,US,34.93535801,-99.5605612,66,7,0
Texas,US,32.47940482,-94.81591935,138,0,0
Mississippi,US,33.77036166,-89.80245083,56,2,0
Texas,US,30.54579585,-95.98902499,56,1,0
Illinois,US,41.28569601,-88.41905692,65,1,0
Iowa,US,42.40183723,-92.78829551,18,0,0
Tennessee,US,35.38433717,-85.72142731,30,1,0
New Mexico,US,34.86319296,-104.790669,17,0,0
Texas,US,29.58165339,-97.94786822,101,0,0
